Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/512-Ponderosa-Dr-Boulder-CO-80303/13197794_zpid/","Single Family","7995","4802","sqft","1.66","5","5","512 Ponderosa Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3048-Fulton-Cir-Boulder-CO-80301/13235269_zpid/","Townhouse","2700","1176","sqft","2.3","3","3","3048 Fulton Cir","Boulder","80301","CO","USA"
"https://www.zillow.com/b/building/40.009796,-105.2576_ll/","Building","","","","","","","2802 Sundown Ln","Boulder","80303","CO","USA"
"https://www.zillow.com/b/2800-aurora-ave-boulder-co-5XwPhg/","Building","","","","","","","2800 Aurora Ave Unit 303","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1530-Pine-St-APT-4-Boulder-CO-80302/2060779746_zpid/","Apartment","2750","1255","sqft","2.19","2","2","1530 Pine St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/925-30th-st-boulder-co-5Xrmcm/","Building","","","","","","","925 30th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/770-W-Moorhead-Cir-APT-E-Boulder-CO-80305/2082865638_zpid/","Townhouse","2500","1044","sqft","2.39","2","2","770 W Moorhead Cir APT E","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/1154-Jay-St-Boulder-CO-80302/13183380_zpid/","Single Family","7500","4791","sqft","1.57","8","4","1154 Jay St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/306-29th-St-Boulder-CO-80305/13176936_zpid/","Single Family","2800","1400","sqft","2","3","2","306 29th St","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/1727-Mapleton-Ave-UNIT-A-Boulder-CO-80304/440787528_zpid/","Apartment","4750","1200","sqft","3.96","2","3","1727 Mapleton Ave UNIT A","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2606-Tumwater-Ln-Boulder-CO-80304/13258934_zpid/","Single Family","3595","2080","sqft","1.73","3","3","2606 Tumwater Ln","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2875-Shadow-Creek-Dr-APT-101-Boulder-CO-80303/13230742_zpid/","Apartment","2710","1050","sqft","2.58","2","2","2875 Shadow Creek Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1225-College-Ave-APT-4-Boulder-CO-80302/2095170283_zpid/","Apartment","2070","352","sqft","5.88","0","1","1225 College Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3785-Birchwood-Dr-APT-68-Boulder-CO-80304/13235668_zpid/","Apartment","1600","784","sqft","2.04","2","1","3785 Birchwood Dr","Boulder","80304","CO","USA"
"https://www.zillow.com/b/2707-valmont-rd-boulder-co-5XkszQ/","Building","","","","","","","2707 Valmont Rd","Boulder","80304","CO","USA"
"https://www.zillow.com/b/1608-walnut-st-boulder-co-80302-boulder-co-5XyMd5/","Building","","","","","","","1608 Walnut St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1727-18th-st-boulder-co-9LfknZ/","Building","","","","","","","1727 18th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/500-Manhattan-Dr-APT-A11-Boulder-CO-80303/13220485_zpid/","Apartment","1900","1112","sqft","1.71","2","2","500 Manhattan Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/4151-Nevis-St-Boulder-CO-80301/54989113_zpid/","Single Family","6900","4639","sqft","1.49","4","4","4151 Nevis St","Boulder","80301","CO","USA"
"https://www.zillow.com/b/3161-madison-avenue-n107-boulder-co-5XwPw6/","Building","","","","","","","3161 Madison Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/apartments/boulder-co/lofts-on-college/5XrRD6/","Apartment","7900","1289","sqft","6.13","4","3","1350 College Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/apartments/boulder-co/the-lodge/5XhvTc/","Building","","","","","","","2900 E  Aurora Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/apartments/boulder-co/east-village-flats/B5pVSg/","Building","","","","","","","2885 E  Aurora Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3149-Eastwood-Ct-Boulder-CO-80304/13222374_zpid/","Townhouse","3300","1810","sqft","1.82","3","4","3149 Eastwood Ct","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/4524-S-Meadow-Dr-Boulder-CO-80301/13238232_zpid/","Single Family","5000","4154","sqft","1.2","5","4","4524 S Meadow Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3150-4th-St-Boulder-CO-80304/13179221_zpid/","Single Family","7500","3122","sqft","2.4","3","3","3150 4th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1063-Yale-Cir-Boulder-CO-80305/13187098_zpid/","Single Family","2300","1100","sqft","2.09","2","2","1063 Yale Cir","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/3668-Chase-Ct-Boulder-CO-80305/13186508_zpid/","Single Family","7500","1750","sqft","4.29","4","3","3668 Chase Ct","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/886-55th-St-Boulder-CO-80303/2117514653_zpid/","Single Family","3295","1400","sqft","2.35","4","2","886 55th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2134-S-Walnut-St-APT-22B-Boulder-CO-80302/2112169903_zpid/","Townhouse","3195","1450","sqft","2.2","3","2","2134 S Walnut St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/800-Iris-Ave-Boulder-CO-80304/13182066_zpid/","Single Family","4200","1200","sqft","3.5","3","2","800 Iris Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/880-36th-St-Boulder-CO-80303/13184181_zpid/","Single Family","3700","1080","sqft","3.43","3","1","880 36th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2611-Pine-St-A-Boulder-CO-80302/442100923_zpid/","Apartment","2800","900","sqft","3.11","2","1","2611 Pine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2011-Arapahoe-Ave-Boulder-CO-80302/13181788_zpid/","Single Family","4125","900","sqft","4.58","3","1","2011 Arapahoe Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1975-Vista-Dr-Boulder-CO-80304/13244389_zpid/","Single Family","6200","3728","sqft","1.66","4","4","1975 Vista Dr","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3145-Bell-Dr-Boulder-CO-80301/13235574_zpid/","Townhouse","2590","1338","sqft","1.94","3","3","3145 Bell Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1091-Lincoln-Pl-Boulder-CO-80302/13181132_zpid/","Single Family","3700","1170","sqft","3.16","2","1","1091 Lincoln Pl","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2929-Shady-Holw-E-Boulder-CO-80304/13226348_zpid/","Townhouse","3200","1804","sqft","1.77","3","4","2929 Shady Holw E","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2365-Panorama-Ave-Boulder-CO-80304/13180372_zpid/","Single Family","3750","1200","sqft","3.13","3","2","2365 Panorama Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/b/building/40.016525,-105.268196_ll/","Building","","","","","","","2075 Goss St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/building/40.007084,-105.2783_ll/","Building","","","","","","","1090 11th St","Boulder","80302","CO","USA"
