Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/435-Manhattan-Dr-Boulder-CO-80303/2057679835_zpid/","","Multi-family home for sale","Multi Family","10","11/25/2024","1875000","Yes","100000","05/08/2024","3222","sqft","581.94","10663","sqft","8","4","435 Manhattan Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2227-Canyon-Blvd-APT-258B-Boulder-CO-80302/13224903_zpid/","","Condo for sale","Condominium","13","11/22/2024","394900","No","","","702","sqft","562.54","","","1","1","2227 Canyon Boulevard  Unit 258b","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4425-Comanche-Dr-Boulder-CO-80303/13189050_zpid/","","Multi-family home for sale","Multi Family","13","11/22/2024","1522000","No","","","3725","sqft","408.59","0.26","acres","6","4","4425 Comanche Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/985-Laramie-Blvd-UNIT-C-Boulder-CO-80304/59999408_zpid/","","Condo for sale","Condominium","13","11/22/2024","637000","No","","","1150","sqft","553.91","","","2","3","985 Laramie Blvd UNIT C","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/845-Hartford-Dr-Boulder-CO-80305/13187962_zpid/","","House for sale","Single Family","14","11/21/2024","1100000","No","","","1725","sqft","637.68","10668","sqft","4","2","845 Hartford Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/7030-Indian-Peaks-Trl-Boulder-CO-80301/13199560_zpid/","","House for sale","Single Family","14","11/21/2024","2795000","No","","","5187","sqft","538.85","0.29","acres","4","6","7030 Indian Peaks Trl","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3303-Madison-Ave-APT-T308-Boulder-CO-80303/13232897_zpid/","","Condo for sale","Condominium","14","11/21/2024","299000","No","","","636","sqft","470.13","","","1","1","3303 Madison Ave UNIT T308","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2860-Table-Mesa-Dr-Boulder-CO-80305/13188093_zpid/","","New construction","Single Family","15","11/20/2024","2950000","No","","","3928","sqft","751.02","7243","sqft","5","6","2860 Table Mesa Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2242-Juniper-Ct-Boulder-CO-80304/13219934_zpid/","","House for sale","Single Family","17","11/18/2024","1150000","No","","","2844","sqft","404.36","7799","sqft","4","3","2242 Juniper Ct","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/746-Bow-Mountain-Rd-Boulder-CO-80304/13197074_zpid/","","House for sale","Single Family","17","11/18/2024","950000","No","","","2076","sqft","457.61","1.59","acres","4","3","746 Bow Mountain Road","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1709-Arapahoe-Ave-Boulder-CO-80302/13180140_zpid/","","House for sale","Single Family","19","11/16/2024","921000","No","","","1224","sqft","752.45","5719","sqft","4","2","1709 Arapahoe Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/850-Morgan-Dr-Boulder-CO-80303/13188151_zpid/","","House for sale","Single Family","19","11/16/2024","849000","No","","","1610","sqft","527.33","8202","sqft","3","2","850 Morgan Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2238-15th-St-Boulder-CO-80302/13182747_zpid/","","Multi-family home for sale","Multi Family","20","11/15/2024","2727000","No","","","3742","sqft","728.75","9829","sqft","6","4","2238 15th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2227-Canyon-Blvd-APT-158-Boulder-CO-80302/2144554050_zpid/","","Townhouse for sale","Townhouse","20","11/15/2024","398500","No","","","702","sqft","567.66","","","1","1","2227 Canyon Blvd UNIT 158","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/505-S-43rd-St-Boulder-CO-80305/13187955_zpid/","","House for sale","Single Family","21","11/14/2024","859000","No","","","2982","sqft","288.06","7226","sqft","4","2","505 S 43rd Street","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/0-Cold-Springs-Dr-Nederland-CO-80466/442604981_zpid/","","Lot / Land for sale","Lot/Land","21","11/14/2024","199900","No","","","","","","2.58","acres","","","0 Cold Springs Dr","Nederland","80466","CO","USA"
"https://www.zillow.com/homedetails/1301-Canyon-Blvd-APT-305-Boulder-CO-80302/61633069_zpid/","","Condo for sale","Condominium","21","11/14/2024","1010250","Yes","112250","11/07/2024","1259","sqft","802.42","1.03","acres","1","2","1301 Canyon Blvd UNIT 305","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/695-Manhattan-Dr-APT-11-Boulder-CO-80303/13229633_zpid/","","Townhouse for sale","Townhouse","22","11/13/2024","384000","Yes","11000","12/04/2024","880","sqft","436.36","","","2","2","695 Manhattan Dr UNIT 11","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2800-Kalmia-Ave-APT-C216-Boulder-CO-80301/13240337_zpid/","","Condo for sale","Condominium","22","11/13/2024","409000","No","","","888","sqft","460.59","0.69","acres","2","1","2800 Kalmia Avenue  Unit C216","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/11320-Gold-Hill-Rd-Boulder-CO-80302/299288091_zpid/","","Lot / Land for sale","Lot/Land","22","11/13/2024","1500000","No","","","","","","37","acres","","","11320 Gold Hill Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1727-Mapleton-Ave-Boulder-CO-80304/13177651_zpid/","","House for sale","Single Family","22","11/13/2024","2595000","No","","","4192","sqft","619.04","7298","sqft","5","5","1727 Mapleton Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/9-Benchmark-Dr-Boulder-CO-80303/13197522_zpid/","","Lot / Land for sale","Lot/Land","23","11/12/2024","1650000","No","","","","","","2.1","acres","","","9 Benchmark Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3686-Pinedale-St-Boulder-CO-80301/87807538_zpid/","","Townhouse for sale","Townhouse","23","11/12/2024","965000","No","","","2487","sqft","388.02","","","3","5","3686 Pinedale St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2972-Shady-Holw-W-Boulder-CO-80304/13226320_zpid/","","Townhouse for sale","Townhouse","23","11/12/2024","585000","No","","","1648","sqft","354.98","","","3","3","2972 Shady Hollow W","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2707-Valmont-Rd-BUILDING-A-116-Boulder-CO-80304/442559237_zpid/","","Condo for sale","Condominium","23","11/12/2024","340000","No","","","792","sqft","429.29","","","2","1","2707 Valmont Rd A-116","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/319-S-Peak-Rd-Boulder-CO-80302/13193031_zpid/","","House for sale","Single Family","24","11/11/2024","2495000","Yes","155000","12/02/2024","3438","sqft","725.71","1.89","acres","4","4","319 S Peak Rd","Boulder","80302","CO","USA"
