Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/b/2020-baseline-rd-boulder-co-5mD628/","Apartment","7950","1748","sqft","4.55","5","2","2020 Baseline Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/apartments/boulder-co/935-broadway-st.-%23203/9ggcNG/","Apartment","3600","660","sqft","5.45","2","1","935 Broadway","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1537-9th-st-boulder-co-5j4fST/","Apartment","4785","700","sqft","6.84","3","1","1537 9th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/604-marine-st-boulder-co-5fwqbm/","Apartment","2600","750","sqft","3.47","2","1","604 Marine St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/774-19th-street-boulder-co-5j4fVH/","Apartment","1595","325","sqft","4.91","1","1","774 19th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/710-30th-st-boulder-co-5YCFcS/","Apartment","3600","800","sqft","4.5","3","1","710 30th St APT A","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3730-Star-Ln-Boulder-CO-80301/90147379_zpid/","Townhouse","5195","3427","sqft","1.52","4","4","3730 Star Ln","Boulder","80301","CO","USA"
"https://www.zillow.com/b/3050-madison-boulder-co-9LfqdL/","Apartment","1800","","","","2","1","3050 Madison Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/b/1501-broadway-st-boulder-co-9vjnJd/","Building","","","","","","","1501 Broadway St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1931-arapahoe-ave-boulder-co-5ZG48m/","Apartment","6500","1671","sqft","3.89","4","2","1931 Arapahoe Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1860-Alpine-Ave-2-Boulder-CO-80304/2072470882_zpid/","Apartment","2350","600","sqft","3.92","1","1","1860 Alpine Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1805-Canyon-Blvd-Boulder-CO-80302/2075779072_zpid/","Townhouse","2200","1280","sqft","1.72","2","1","1805 Canyon Blvd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2027-Pine-St-1-2-Boulder-CO-80302/2054459417_zpid/","Apartment","2300","625","sqft","3.68","2","1","2027 Pine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3487-28th-St-APT-21-Boulder-CO-80301/13240132_zpid/","Apartment","2600","936","sqft","2.78","2","2","3487 28th St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1160-Logan-Mill-Rd-Boulder-CO-80302/13194364_zpid/","Single Family","2375","1145","sqft","2.07","2","2","1160 Logan Mill Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/540-Mohawk-Dr-APT-9-Boulder-CO-80303/13261299_zpid/","Apartment","2500","1111","sqft","2.25","2","2","540 Mohawk Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3823-Paseo-Del-Prado-St-Boulder-CO-80301/2061859898_zpid/","Townhouse","2900","1985","sqft","1.46","3","2","3823 Paseo Del Prado St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/811-Grant-Pl-Boulder-CO-80302/13178412_zpid/","Single Family","5000","1417","sqft","3.53","2","1","811 Grant Pl","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80302/2062158153_zpid/","Single Family","5000","1800","sqft","2.78","2","2","","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4345-13th-St-Boulder-CO-80304/13228223_zpid/","Single Family","2775","1056","sqft","2.63","3","2","4345 13th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1828-16th-St-Boulder-CO-80302/2095022588_zpid/","Single Family","3200","700","sqft","4.57","2","1","1828 16th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/970-North-St-APT-404-Boulder-CO-80304/2065508751_zpid/","Apartment","1625","625","sqft","2.6","1","1","970 North St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1592-Kilkenny-St-Boulder-CO-80303/13200539_zpid/","Single Family","3495","1474","sqft","2.37","3","2","1592 Kilkenny St","Boulder","80303","CO","USA"
"https://www.zillow.com/apartments/boulder-co/the-mansion/5YDJxn/","Building","","","","","","","1101 University Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/499-1-2-Harvard-Ln-Boulder-CO-80305/442029508_zpid/","Apartment","2300","1200","sqft","1.92","2","2","499 1/2 Harvard Ln","Boulder","80305","CO","USA"
"https://www.zillow.com/apartments/boulder-co/le-boulder-buddha/5YCNdQ/","Building","","","","","","","2995 Colorado Ave BaSqft","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/970-North-St-402-Boulder-CO-80304/2057986010_zpid/","Apartment","2250","850","sqft","2.65","2","1","970 North St","Boulder","80304","CO","USA"
"https://www.zillow.com/b/2320-goss-boulder-co-9Lfmfk/","Building","","","","","","","2320 Goss St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1155-jay-boulder-co-9Lfjzb/","Apartment","3400","","","","2","1","1155 Jay St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1741-arapahoe-ave-boulder-co-5fwpjB/","Apartment","1795","374","sqft","4.8","1","1","1741 Arapahoe Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1020-14th-boulder-co-9Lfjdh/","Building","","","","","","","1020 14th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1525-arapahoe-boulder-co-5fwqxW/","Building","","","","","","","1525 Arapahoe Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/b/2119-goss-circle-boulder-co-C4Gmpp/","Apartment","2300","950","sqft","2.42","2","1","2119 Goss Cir","Boulder","80302","CO","USA"
"https://www.zillow.com/b/2244-goss-circle-east-boulder-co-5j4fbX/","Building","","","","","","","2244 Goss Cir  E","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1734-walnut-st.-boulder-co-5fwr4n/","Apartment","1545","440","sqft","3.51","1","1","1734 Walnut St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/studio-unit-on-the-hill-boulder-co-9LfnXx/","Apartment","1350","","","","0","1","545 University Ave","Boulder","80302","CO","USA"
