Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/560-Wild-Turkey-Trl-Boulder-CO-80302/13230297_zpid/","","Lot / Land for sale","Lot/Land","302","02/07/2024","299000","Yes","50000","10/11/2024","","","","15.3","acres","","","560 Wild Turkey Trl","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/335-Lee-Hill-Dr-Boulder-CO-80302/81885651_zpid/","","House for sale","Single Family","304","02/05/2024","9900000","Yes","1000000","08/28/2024","8701","sqft","1137.8","4.9","acres","4","6","335 Lee Hill Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/8566-Flagstaff-Rd-Boulder-CO-80302/13238559_zpid/","","House for sale","Single Family","309","01/31/2024","2750000","Yes","750000","09/16/2024","5074","sqft","541.98","35","acres","4","4","8566 Flagstaff Road","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/221-Camino-Bosque-Boulder-CO-80302/109686783_zpid/","","Lot / Land for sale","Lot/Land","332","01/08/2024","250000","No","","","","","","2","acres","","","221 Camino Bosque","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3029-Foothills-Ranch-Dr-Boulder-CO-80302/13229987_zpid/","","Lot / Land for sale","Lot/Land","356","12/15/2023","825000","No","","","","","","1.81","acres","","","3029 Foothills Ranch Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/Owl-Creek-Rd-Boulder-CO-80302/2054514950_zpid/","","Lot / Land for sale","Lot/Land","398","11/03/2023","179900","Yes","10000","11/19/2024","","","","1.99","acres","",""," Owl Creek Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/6041-Olde-Stage-Rd-Boulder-CO-80302/109688794_zpid/","","Lot / Land for sale","Lot/Land","399","11/02/2023","415000","No","","","","","","2.6","acres","","","6041 Olde Stage Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/757-12th-St-Boulder-CO-80302/241737900_zpid/","","Lot / Land for sale","Lot/Land","454","09/08/2023","1497000","Yes","100500","09/01/2023","","","","6002","sqft","","","757 12th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/514-Granite-Dr-Boulder-CO-80302/13196490_zpid/","","House for sale","Single Family","455","09/07/2023","2495000","Yes","200000","03/28/2024","2890","sqft","863.32","1.01","acres","3","3","514 Granite Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/149-Millionaire-Dr-W-Boulder-CO-80302/2056321811_zpid/","","Lot / Land for sale","Lot/Land","500","07/24/2023","474999","Yes","1","05/20/2024","","","","4.53","acres","","","149 W Millionaire Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/495-S-Cedar-Brook-Rd-Boulder-CO-80304/13217107_zpid/","","House for sale","Single Family","505","07/19/2023","3175000","Yes","150000","10/02/2024","4818","sqft","658.99","0.51","acres","4","4","495 S Cedar Brook Rd","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/7171-Marshall-Dr-Boulder-CO-80303/147330896_zpid/","","Lot / Land for sale","Lot/Land","582","05/03/2023","825000","Yes","125000","11/10/2024","","","","4.71","acres","","","7171 Marshall Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/75-Bellevue-Dr-Boulder-CO-80302/118269828_zpid/","","Lot / Land for sale","Lot/Land","650","02/24/2023","7199000","No","","","","","","2.19","acres","","","75 Bellevue Dr","Boulder","80302","CO","USA"
