Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/1318-Yellow-Pine-Ave-B-C-Boulder-CO-80304/351334910_zpid/","","Condominium","767500","08/20/24","1272","sqft","603.38","","","2","2","1318 Yellow Pine Ave UNIT B + C","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/4430-Ludlow-St-Boulder-CO-80305/13186243_zpid/","","Single Family","1180988","08/19/24","3200","sqft","369.06","7787","sqft","3","3","4430 Ludlow St","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/1224-Lee-Hill-Dr-Boulder-CO-80302/13196330_zpid/","","Single Family","1530000","08/19/24","2289","sqft","668.41","1.06","acres","3","2","1224 Lee Hill Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3240-Iris-Ave-G407-Boulder-CO-80301/13223308_zpid/","","Condominium","275000","08/19/24","576","sqft","477.43","","","1","1","3240 Iris Ave G-407","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2636-Juniper-Ave-39-2-Boulder-CO-80304/13224418_zpid/","","Unknown","384000","08/19/2024","652","sqft","588.96","","","1","1","2636 Juniper Ave 39-2","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2800-Kalmia-Ave-APT-A321-Boulder-CO-80301/13231366_zpid/","","Unknown","390000","08/19/2024","880","sqft","443.18","","","2","2","2800 Kalmia Ave A321","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3985-Escuela-Ct-Boulder-CO-80301/13239803_zpid/","","Single Family","1250000","08/19/24","3133","sqft","398.98","7191","sqft","4","3","3985 Escuela Court","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1035-Orange-Ct-Boulder-CO-80304/13195982_zpid/","","Townhouse","925000","08/16/24","1866","sqft","495.71","5686","sqft","3","3","1035 Orange Place","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/7232-Old-Post-Rd-Boulder-CO-80301/13199431_zpid/","","Single Family","1650000","08/16/24","4701","sqft","350.99","0.3","acres","5","3","7232 Old Post Rd","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3650-Silver-Plume-Ln-Boulder-CO-80305/13217736_zpid/","","Single Family","1050000","08/16/24","1466","sqft","716.23","4880","sqft","3","2","3650 Silver Plume Ln","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/3580-Smuggler-Cir-Boulder-CO-80305/13219264_zpid/","","Townhouse","970000","08/16/24","1728","sqft","561.34","","","4","3","3580 Smuggler Cir","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/640-Quince-Cir-Boulder-CO-80304/13219806_zpid/","","Townhouse","755000","08/16/24","1514","sqft","498.68","","","2","2","640 Quince Cir","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/600-Manhattan-Dr-11A-Boulder-CO-80303/13225087_zpid/","","Condominium","345000","08/16/24","866","sqft","398.38","","","1","1","600 Manhattan Dr UNIT 11A","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3745-Birchwood-Dr-APT-39-Boulder-CO-80304/13230218_zpid/","","Townhouse","535000","08/16/24","1114","sqft","480.25","","","2","2","3745 Birchwood Dr UNIT 39","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3161-Madison-Ave-APT-O427-Boulder-CO-80303/13233982_zpid/","","Condominium","267300","08/16/24","570","sqft","468.95","","","1","1","3161 Madison Avenue  Unit O427","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/7375-Windsor-Dr-Boulder-CO-80301/13243011_zpid/","","Single Family","930000","08/16/24","2880","sqft","322.92","4969","sqft","3","3","7375 Windsor Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/4047-Nevis-St-Boulder-CO-80301/13250874_zpid/","","Single Family","2025000","08/16/24","5082","sqft","398.47","7996","sqft","4","5","4047 Nevis St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3640-Paonia-St-Boulder-CO-80301/121150713_zpid/","","Single Family","2595000","08/16/24","5632","sqft","460.76","5227","sqft","5","5","3640 Paonia St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/501-Aurora-Ave-Boulder-CO-80302/13180912_zpid/","","Single Family","2080000","08/15/2024","1873","sqft","1110.52","8860","sqft","3","1.75","501 Aurora Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2830-Duke-Cir-Boulder-CO-80305/13185834_zpid/","","Single Family","1345000","08/15/24","1788","sqft","752.24","0.26","acres","4","3","2830 Duke Circle","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2960-Shady-Holw-W-Boulder-CO-80304/13226323_zpid/","","Townhouse","639500","08/15/24","1648","sqft","388.05","607","sqft","3","4","2960 Shady Holw W","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/4811-White-Rock-Cir-APT-C-Boulder-CO-80301/13233333_zpid/","","Condominium","399900","08/15/24","802","sqft","498.63","","","2","2","4811 White Rock Circle  Unit C","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1111-Maxwell-Ave-APT-235-Boulder-CO-80304/13237369_zpid/","","Condominium","470000","08/15/24","800","sqft","587.5","","","2","1","1111 Maxwell Ave UNIT 235","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/935-Broadway-APT-105-Boulder-CO-80302/13243253_zpid/","","Condominium","740000","08/15/2024","924","sqft","800.87","","","3","2","935 Broadway APT 105","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2707-Valmont-Rd-B-311-Boulder-CO-80304/2060473914_zpid/","","Unknown","339900","08/15/2024","792","sqft","429.17","4.7","acres","2","1","2707 Valmont Rd B-311","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/4400-Chippewa-Dr-Boulder-CO-80303/13189243_zpid/","","Single Family","1830000","08/14/24","2999","sqft","610.2","0.3","acres","3","3","4400 Chippewa Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1048-Westview-Dr-Boulder-CO-80303/13198771_zpid/","","Single Family","1000000","08/14/24","3030","sqft","330.03","0.62","acres","5","4","1048 Westview Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3648-Pinedale-St-Boulder-CO-80301/343899126_zpid/","","Condominium","950000","08/14/24","2632","sqft","360.94","0.39","acres","4","5","3648 Pinedale St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/800-Grant-Pl-Boulder-CO-80302/13180277_zpid/","","Single Family","4900000","08/13/24","6625","sqft","739.62","0.29","acres","5","5","800 Grant Pl","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3355-Emerson-Ave-Boulder-CO-80305/13184822_zpid/","","Single Family","1045000","08/13/24","1976","sqft","528.85","9223","sqft","4","3","3355 Emerson Ave","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2850-E-College-Ave-UNIT-1-Boulder-CO-80303/90146762_zpid/","","Condominium","443000","08/13/24","604","sqft","733.44","","","1","1","2850 E College Avenue  Unit 1","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/601-Canyon-Blvd-APT-B-Boulder-CO-80302/123602000_zpid/","","Condominium","1030000","08/13/24","1294","sqft","795.98","","","2","3","601 Canyon Blvd APT B","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3401-Arapahoe-Ave-210-Boulder-CO-80303/296358141_zpid/","","Condominium","815000","08/13/24","1258","sqft","647.85","","","2","2","3401 Arapahoe Ave UNIT 210","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/5431-Omaha-Pl-Boulder-CO-80303/13189272_zpid/","","Single Family","875000","08/12/2024","938","sqft","932.84","7558","sqft","3","1.75","5431 Omaha Pl","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/7331-Spring-Ct-Boulder-CO-80303/13197736_zpid/","","Lot/Land","1859120","08/12/24","","","","0.96","acres","","","7331 Spring Ct","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1068-Ridglea-Way-Boulder-CO-80303/13198762_zpid/","","Single Family","2760000","08/12/24","3904","sqft","706.97","0.35","acres","4","4","1068 Ridglea Way","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1825-Canyon-Blvd-Boulder-CO-80302/13258279_zpid/","","Single Family","866300","08/12/24","1500","sqft","577.53","1014","sqft","3","2","1825 Canyon Blvd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1360-Walnut-St-APT-303-Boulder-CO-80302/67152212_zpid/","","Condominium","1030000","08/12/24","1513","sqft","680.77","0.64","acres","2","2","1360 Walnut St UNIT 303","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/601-Canyon-Blvd-APT-D-Boulder-CO-80302/123601577_zpid/","","Condominium","1030000","08/12/24","1294","sqft","795.98","","","2","3","601 Canyon Blvd UNIT D","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2840-5th-St-Boulder-CO-80304/13176877_zpid/","","Single Family","1363750","08/09/24","2445","sqft","557.77","7699","sqft","4","2","2840 5th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1815-Kohler-Dr-Boulder-CO-80305/13181492_zpid/","","Single Family","1775000","08/09/24","3108","sqft","571.11","0.36","acres","4","4","1815 Kohler Dr","Boulder","80305","CO","USA"
