Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/3035-Oneal-Pkwy-33V-Boulder-CO-80301/13225021_zpid/","","Condo for sale","Condominium","141","07/17/2024","360000","Yes","19999","11/08/2024","1044","sqft","344.83","","","2","2","3035 Oneal Parkway  Unit 33v","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/520-Mohawk-Dr-APT-97-Boulder-CO-80303/54989974_zpid/","","Townhouse for sale","Townhouse","142","07/16/2024","780000","No","","","1656","sqft","471.01","","","3","3","520 Mohawk Dr UNIT 97","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2944-Eagle-Way-Boulder-CO-80301/13217609_zpid/","","Townhouse for sale","Townhouse","142","07/16/2024","594000","Yes","2000","12/05/2024","1329","sqft","446.95","1089","sqft","2","2","2944 Eagle Way","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2800-Kalmia-Ave-APT-A310-Boulder-CO-80301/13230166_zpid/","","Condo for sale","Condominium","142","07/16/2024","369900","Yes","49600","11/27/2024","880","sqft","420.34","","","2","2","2800 Kalmia Ave A 310","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3601-Arapahoe-Ave-D422-Boulder-CO-80303/2060460721_zpid/","","Condo for sale","Condominium","143","07/15/2024","799000","Yes","20000","10/24/2024","1052","sqft","759.51","","","2","2","3601 Arapahoe Ave D-422","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3613-Silverton-St-Boulder-CO-80301/82399014_zpid/","","House for sale","Single Family","146","07/12/2024","1225000","Yes","50000","09/20/2024","3946","sqft","310.44","","","4","3","3613 Silverton St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/100-Ridge-Dr-Boulder-CO-80304/109686209_zpid/","","Lot / Land for sale","Lot/Land","146","07/12/2024","500000","No","","","","","","1.12","acres","","","100 Ridge Dr","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3215-Lafayette-Dr-Boulder-CO-80305/13184120_zpid/","","House for sale","Single Family","146","07/12/2024","2995000","Yes","200000","08/20/2024","3457","sqft","866.36","0.46","acres","6","3","3215 Lafayette Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/503-Kalmia-Ave-Boulder-CO-80304/13224640_zpid/","","House for sale","Single Family","147","07/11/2024","4995000","No","","","5273","sqft","947.28","0.57","acres","5","4","503 Kalmia Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/695-Manhattan-Dr-APT-106-Boulder-CO-80303/13229648_zpid/","","Condo for sale","Condominium","147","07/11/2024","410000","No","","","888","sqft","461.71","","","2","2","695 Manhattan Drive  Unit 106","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/7443-Spy-Glass-Ct-Boulder-CO-80301/13252931_zpid/","","Condo for sale","Condominium","148","07/10/2024","395000","Yes","2000","12/05/2024","965","sqft","409.33","","","2","2","7443 Spy Glass Court","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/7264-Siena-Way-C-Boulder-CO-80301/13237588_zpid/","","Townhouse for sale","Townhouse","148","07/10/2024","819000","Yes","2000","12/05/2024","2831","sqft","289.3","1000","sqft","3","4","7264 Siena Way  Unit C","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1301-Canyon-Blvd-APT-207-Boulder-CO-80302/61633064_zpid/","","Condo for sale","Condominium","148","07/10/2024","1250000","Yes","45000","07/23/2024","1617","sqft","773.04","","","2","2","1301 Canyon Blvd UNIT 207","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/33-S-Boulder-Cir-B-107-Boulder-CO-80303/351595749_zpid/","","Townhouse for sale","Townhouse","149","07/09/2024","340000","Yes","18500","11/04/2024","756","sqft","449.74","","","1","1","33 S Boulder Cir B-107","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1625-16th-St-Boulder-CO-80302/13179511_zpid/","","Multi-family home for sale","Multi Family","149","07/09/2024","1250000","Yes","115000","10/04/2024","1592","sqft","785.18","5430","sqft","4","3","1625 16th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2870-18th-St-Boulder-CO-80304/13180635_zpid/","","House for sale","Single Family","149","07/09/2024","2395000","Yes","100000","10/16/2024","2375","sqft","1008.42","8271","sqft","4","3","2870 18th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1575-Linden-Dr-Boulder-CO-80304/339034512_zpid/","","New construction","Single Family","150","07/08/2024","4995000","No","","","4790","sqft","1042.8","1.68","acres","4","4","1575 Linden Dr","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1420-Sierra-Dr-Boulder-CO-80302/13177095_zpid/","","House for sale","Single Family","153","07/05/2024","9000000","No","","","5469","sqft","1645.64","0.39","acres","4","6","1420 Sierra Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/7373-Spring-Dr-Boulder-CO-80303/13197615_zpid/","","New construction","Single Family","153","07/05/2024","5950000","Yes","200000","09/06/2024","6526","sqft","911.74","0.86","acres","3","5","7373 Spring Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/9546-Mountain-Ridge-Dr-Boulder-CO-80302/82396072_zpid/","","Lot / Land for sale","Lot/Land","153","07/05/2024","595000","No","","","","","","2.28","acres","","","9546 Mountain Ridge Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/9480-Mountain-Ridge-Dr-Boulder-CO-80302/13243723_zpid/","","Lot / Land for sale","Lot/Land","153","07/05/2024","995000","No","","","","","","2.28","acres","","","9480 Mountain Ridge Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/6116-Habitat-Dr-APT-3-Boulder-CO-80301/13238577_zpid/","","Condo for sale","Condominium","155","07/03/2024","299000","Yes","6000","11/30/2024","646","sqft","462.85","","","1","1","6116 Habitat Dr UNIT 3","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2875-Island-Dr-Boulder-CO-80301/13249267_zpid/","","House for sale","Single Family","155","07/03/2024","998000","Yes","52000","11/27/2024","3750","sqft","266.13","7874","sqft","4","4","2875 Island Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1831-22nd-St-3-Boulder-CO-80302/2060852651_zpid/","","New construction","Condominium","155","07/03/2024","1999000","No","","","2002","sqft","998.5","8347","sqft","3","3","1831 22nd St UNIT 3","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1299-S-Teal-Ct-Boulder-CO-80303/13227311_zpid/","","House for sale","Single Family","156","07/02/2024","1990000","Yes","109900","09/09/2024","6368","sqft","312.5","0.38","acres","4","5","1299 S Teal Ct","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1-Benchmark-Dr-Boulder-CO-80303/13198191_zpid/","","Lot / Land for sale","Lot/Land","156","07/02/2024","1625000","No","","","","","","1.03","acres","","","1 Benchmark Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3015-3rd-St-Boulder-CO-80304/13195991_zpid/","","House for sale","Single Family","157","07/01/2024","6900000","Yes","600000","09/22/2024","9667","sqft","713.77","1.25","acres","5","10","3015 3rd St","Boulder","80304","CO","USA"
