Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/b/building/40.01767,-105.27248_ll/","Building","","","","","","","1812 17th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1487-Brown-Cir-Boulder-CO-80305/13185584_zpid/","Single Family","3275","2100","sqft","1.56","3","2","1487 Brown Cir","Boulder","80305","CO","USA"
"https://www.zillow.com/b/3200-madison-avenue-boulder-co-5YWyvr/","Apartment","1950","735","sqft","2.65","2","1","3200 Madison Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/b/2870-e-college-ave-boulder-co-5XvGCK/","Building","","","","","","","2870 E  College Ave  Unit 3","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1616-1618-7th-St-1-Boulder-CO-80302/442972206_zpid/","Townhouse","2375","750","sqft","3.17","2","1","1616 7th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/115-30th-St-Boulder-CO-80305/13182785_zpid/","Single Family","4000","","","","4","2","115 30th St","Boulder","80305","CO","USA"
"https://www.zillow.com/b/1121-and-1123-university-avenue-a2-boulder-co-ChwjDZ/","Building","","","","","","","1121 University Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1260-kalmia-boulder-co-9LftH6/","Building","","","","","","","1260 Kalmia Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1509-48th-St-Boulder-CO-80303/2125463752_zpid/","Townhouse","3500","2274","sqft","1.54","4","4","1509 48th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/942-Pine-St-1-Boulder-CO-80302/442967961_zpid/","Apartment","2650","1200","sqft","2.21","2","2","942 Pine St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1104-university-ave-boulder-co-9LfjtT/","Building","","","","","","","1104 University Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4490-Comanche-Dr-Boulder-CO-80303/13189078_zpid/","Single Family","6000","1900","sqft","3.16","2","2","4490 Comanche Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/6642-Kalua-Rd-Boulder-CO-80301/13227838_zpid/","Townhouse","2990","1237","sqft","2.42","3","2","6642 Kalua Rd","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/6485-Twin-Lakes-Rd-Boulder-CO-80301/109688276_zpid/","Apartment","1699","450","sqft","3.78","1","1","6485 Twin Lakes Rd","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/4937-Noble-Park-Pl-Boulder-CO-80301/13259943_zpid/","Townhouse","2800","1306","sqft","2.14","3","3","4937 Noble Park Pl","Boulder","80301","CO","USA"
"https://www.zillow.com/b/2027-arapahoe-avenue-4-boulder-co-9LfmFt/","Building","","","","","","","2027 Arapahoe Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/b/915-30th-street-a-boulder-co-9Lfsq6/","Building","","","","","","","915 30th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1505-Findlay-Way-Boulder-CO-80305/13186559_zpid/","Single Family","3499","1700","sqft","2.06","3","2","1505 Findlay Way","Boulder","80305","CO","USA"
"https://www.zillow.com/apartments/boulder-co/evergreen-apartments/B5pwqc/","Building","","","","","","","3100 Broadway","Boulder","80304","CO","USA"
"https://www.zillow.com/b/619-marine-st-boulder-co-9LfnjT/","Building","","","","","","","619 Marine St","Boulder","80302","CO","USA"
"https://www.zillow.com/apartments/boulder-co/buffalo-canyon/5XhvSP/","Building","","","","","","","730 29th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2537-Spruce-St-APT-2-Boulder-CO-80302/2087906239_zpid/","Apartment","3180","1500","sqft","2.12","4","2","2537 Spruce St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1004-Marine-St-1540-Boulder-CO-80302/442900404_zpid/","Apartment","2450","895","sqft","2.74","2","1","1004 Marine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/845-18th-St-APT-B-Boulder-CO-80302/2093789578_zpid/","Apartment","1975","595","sqft","3.32","2","1","845 18th St APT B","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/685-Poplar-Ave-Boulder-CO-80304/13219813_zpid/","Apartment","1650","750","sqft","2.2","1","1","685 Poplar Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2539-Spruce-St-B-Boulder-CO-80302/2063403510_zpid/","Townhouse","3500","1350","sqft","2.59","2","2","2539 Spruce St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/building/40.0101,-105.254105_ll/","Building","","","","","","","2992 Shadow Creek Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2345-18th-St-A-Boulder-CO-80304/440946095_zpid/","Apartment","2100","700","sqft","3","2","1","2345 18th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/36908-Boulder-Canyon-Dr-Boulder-CO-80302/13194140_zpid/","Single Family","2550","1248","sqft","2.04","2","1","36908  Canyon Dr","Boulder","80302","CO","USA"
