Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/805-29th-St-APT-310-Boulder-CO-80303/13227474_zpid/","","Condominium","285000","09/16/24","781","sqft","364.92","","","2","1","805 29th St UNIT 310","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/4500-Baseline-Rd-APT-2106-Boulder-CO-80303/67152259_zpid/","","Townhouse","519550","09/16/24","1063","sqft","488.76","","","2","2","4500 Baseline Rd UNIT 2106","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3601-Arapahoe-Ave-221-Boulder-CO-80301/87806288_zpid/","","Condominium","515000","09/16/24","904","sqft","569.69","","","1","1","3601 Arapahoe Ave UNIT 221","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/6485-Twin-Lakes-Rd-Boulder-CO-80301/109688276_zpid/","","Unknown","3375000","09/16/2024","450","sqft","7500","","","1","1","6485 Twin Lakes Rd","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/4767-White-Rock-Cir-APT-E-Boulder-CO-80301/2084963211_zpid/","","Condominium","509200","09/16/24","1119","sqft","455.05","0.41","acres","2","2","4767 White Rock Cir UNIT E","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/215-28th-St-Boulder-CO-80305/13181894_zpid/","","Single Family","772700","09/13/24","981","sqft","787.67","6164","sqft","2","1","215 28th St","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/1407-Kennedy-Ct-Boulder-CO-80303/13183691_zpid/","","Single Family","1050000","09/13/24","2556","sqft","410.8","10744","sqft","4","3","1407 Kennedy Ct","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/4682-Chatham-St-Boulder-CO-80301/13200251_zpid/","","Single Family","607000","09/13/24","2848","sqft","213.13","8864","sqft","6","4","4682 Chatham St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/7414-Augusta-Dr-Boulder-CO-80301/13248152_zpid/","","Single Family","1050000","09/13/24","4200","sqft","250","0.37","acres","3","3","7414 Augusta Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/575-Reed-Ranch-Rd-Boulder-CO-80302/118268798_zpid/","","Single Family","3075000","09/13/24","3843","sqft","800.16","35.05","acres","3","4","575 Reed Ranch Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3150-Iris-Ave-F311-Boulder-CO-80301/13223265_zpid/","","Condominium","436000","09/12/24","958","sqft","455.11","","","2","2","3150 IRIS Ave F-311","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/250-Pine-Tree-Ln-Boulder-CO-80304/71346082_zpid/","","Single Family","2900000","09/12/24","6857","sqft","422.93","2.52","acres","5","7","250 Pine Tree Ln","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3664-Pinedale-St-Boulder-CO-80301/90147182_zpid/","","Townhouse","323632","09/12/2024","1355","sqft","238.84","","","2","3","3664 Pinedale St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1380-Rosewood-Ave-9C-Boulder-CO-80304/119232486_zpid/","","Unknown","580000","09/12/2024","895","sqft","648.04","","","2","1","1380 Rosewood Ave #9C","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/4110-Monroe-Dr-APT-C-Boulder-CO-80303/13216645_zpid/","","Townhouse","425000","09/11/24","1056","sqft","402.46","","","2","2","4110 Monroe Dr UNIT C","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1895-Alpine-Ave-36I-Boulder-CO-80304/13238387_zpid/","","Condominium","425000","09/11/24","910","sqft","467.03","","","2","1","1895 Alpine Avenue  Unit 36i","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/750-Cascade-Ave-Boulder-CO-80302/13179399_zpid/","","Single Family","4380000","09/10/24","4731","sqft","925.81","0.27","acres","4","4","750 Cascade Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2951-10th-St-Boulder-CO-80304/13180280_zpid/","","Single Family","1600000","09/10/24","1287","sqft","1243.2","6188","sqft","3","2","2951 10th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/104-Crisman-Boulder-CO-80302/13195830_zpid/","","Single Family","515000","09/10/24","1416","sqft","363.7","9888","sqft","3","1","104 Crisman","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/5493-Indian-Summer-Ct-Boulder-CO-80301/13244804_zpid/","","Single Family","710000","09/10/24","2152","sqft","329.93","5089","sqft","3","3","5493 Indian Summer Ct","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/4553-Pussywillow-Ct-Boulder-CO-80301/13248343_zpid/","","Single Family","1155000","09/10/24","3718","sqft","310.65","6815","sqft","6","4","4553 Pussy Willow Ct","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/842-Pearl-St-SUITE-I-Boulder-CO-80302/13261321_zpid/","","Condominium","2200000","09/10/24","2387","sqft","921.66","","","5","5","842 Pearl St UNIT E-I","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4500-19th-St-LOT-440-Boulder-CO-80304/13261609_zpid/","","Manufactured","95000","09/10/24","840","sqft","113.1","840","sqft","2","1","4500 19th St UNIT 440","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3694-Pinedale-St-Boulder-CO-80301/87811108_zpid/","","Condominium","975000","09/10/24","2552","sqft","382.05","","","3","4","3694 Pinedale St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1414-Pine-St-Boulder-CO-80302/296359324_zpid/","","Single Family","925000","09/10/2024","1444","sqft","640.58","3585","sqft","3","1","1414 Pine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1380-Rosewood-Ave-UNIT-C-Boulder-CO-80304/2061859799_zpid/","","Condominium","580000","09/10/24","875","sqft","662.86","","","2","1","1380 Rosewood Ave UNIT C","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/4524-14th-St-UNIT-G-Boulder-CO-80304/2079043501_zpid/","","Condominium","900000","09/10/24","1738","sqft","517.84","","","2","3","4524 14th St UNIT G","Boulder","80304","CO","USA"
