Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/1197-Bear-Mountain-Dr-APT-D-Boulder-CO-80305/13222602_zpid/","Apartment","2800","1500","sqft","1.87","4","3","1197 Bear Mountain Dr APT D","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/850-W-Moorhead-Cir-APT-1D-Boulder-CO-80305/61637733_zpid/","Single Family","1550","621","sqft","2.5","1","1","850 W Moorhead Cir","Boulder","80305","CO","USA"
"https://www.zillow.com/b/3460-madison-avenue-boulder-co-9LfqnH/","Building","","","","","","","3460 Madison Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/b/769-university-boulder-co-9Lfp6s/","Building","","","","","","","769 University Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1830-16th-st-boulder-co-9Lfkts/","Apartment","3450","750","sqft","4.6","2","2","1830 16th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4170-Longview-Ln-Boulder-CO-80301/118268759_zpid/","Single Family","3650","2044","sqft","1.79","2","4","4170 Longview Ln","Boulder","80301","CO","USA"
"https://www.zillow.com/apartments/boulder-co/gaslamp-boulder/5YCVN5/","Building","","","","","","","910 28th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/964-Arapahoe-Ave-APT-1-Boulder-CO-80302/71347125_zpid/","Apartment","3000","734","sqft","4.09","2","1","964 Arapahoe Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3335-Chisholm-Trl-21-Boulder-CO-80301/442252245_zpid/","Apartment","1900","963","sqft","1.97","2","2","3335 Chisholm Trl","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80302/13238981_zpid/","Single Family","8500","2580","sqft","3.29","3","3","","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1150-Monroe-Dr-APT-B-Boulder-CO-80303/13216764_zpid/","Townhouse","2400","1090","sqft","2.2","2","2","1150 Monroe Dr APT B","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/935-Broadway-APT-202-Boulder-CO-80302/13243258_zpid/","Apartment","2500","660","sqft","3.79","2","1","935 Broadway","Boulder","80302","CO","USA"
"https://www.zillow.com/apartments/boulder-co/the-view-on-26th/5Xhvcf/","Building","","","","","","","1853 26th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2985-Eagle-Way-Boulder-CO-80301/13217588_zpid/","Townhouse","3500","2300","sqft","1.52","3","3","2985 Eagle Way","Boulder","80301","CO","USA"
"https://www.zillow.com/apartments/boulder-co/1410-19th-st./5Yy7jf/","Building","","","","","","","1410 19th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4237-Monroe-Dr-APT-D-Boulder-CO-80303/13216694_zpid/","Single Family","2395","","","","2","1","4237 Monroe Dr APT D","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/4963-Cornwall-Dr-Boulder-CO-80301/13200084_zpid/","Single Family","3099","2133","sqft","1.45","4","3","4963 Cornwall Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/b/807-821-19th-boulder-co-5YCFX9/","Building","","","","","","","807 19th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4883-White-Rock-Cir-APT-F-Boulder-CO-80301/13238057_zpid/","Apartment","2200","800","sqft","2.75","2","1","4883 White Rock Cir APT F","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/98-Pima-Ct-Boulder-CO-80303/13248299_zpid/","Single Family","4500","2898","sqft","1.55","5","4","98 Pima Ct","Boulder","80303","CO","USA"
"https://www.zillow.com/b/1725-7th-st-boulder-co-5fwqbX/","Building","","","","","","","1725 7th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/euclid-row-boulder-co-5fwrBG/","Building","","","","","","","2995 Euclid Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/b/cascade-apartments-boulder-co-BVg6gq/","Building","","","","","","","765 & 785 20th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/805-30th-st-boulder-co-9Lfsc3/","Apartment","5780","1295","sqft","4.46","4","4","805 30th St","Boulder","80303","CO","USA"
"https://www.zillow.com/b/1012-15th-st.-boulder-co-9LfjcS/","Building","","","","","","","1012 15th St","Boulder","80302","CO","USA"
