Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/3140-7th-St-Boulder-CO-80304/13183362_zpid/","Single Family","3995","637","sqft","6.27","1","1","3140 7th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2636-Juniper-Ave-39-2-Boulder-CO-80304/13224418_zpid/","Apartment","1895","652","sqft","2.91","1","1","2636 Juniper Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/b/1602-walnut-st-boulder-co-80302-boulder-co-5fwpvj/","Building","","","","","","","1602 Walnut St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2405-Dartmouth-Ave-Boulder-CO-80305/13182345_zpid/","Single Family","3100","1125","sqft","2.76","3","2","2405 Dartmouth Ave","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2201-Pearl-St-APT-110-Boulder-CO-80302/13239156_zpid/","Apartment","2200","670","sqft","3.28","1","1","2201 Pearl St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4266-Graham-Ct-Boulder-CO-80305/13183940_zpid/","Single Family","5200","1619","sqft","3.21","5","2","4266 Graham Ct","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2221-Columbine-Ave-Boulder-CO-80302/13181422_zpid/","Single Family","8750","1593","sqft","5.49","5","2","2221 Columbine Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3580-Arthur-Ct-4-Boulder-CO-80304/441022825_zpid/","Apartment","1695","1200","sqft","1.41","2","1","3580 Arthur Ct","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1567-9th-St-Boulder-CO-80302/13179979_zpid/","Single Family","2000","550","sqft","3.64","2","2","1567 9th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2238-Canyon-Blvd-APT-8-Boulder-CO-80302/13227281_zpid/","Townhouse","3900","1025","sqft","3.8","3","2","2238 Canyon Blvd","Boulder","80302","CO","USA"
"https://www.zillow.com/b/ch-maxwell-lofts-boulder-co-5YWYwm/","Building","","","","","","","1020 Maxwell Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/apartments/boulder-co/2301-goss-st/5YCNpJ/","Building","","","","","","","2301 Goss St   Unit 207","Boulder","80302","CO","USA"
"https://www.zillow.com/apartments/boulder-co/the-ivy/ChgSXz/","Building","","","","","","","1024 Marine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/424-Lakeshore-Dr-Boulder-CO-80302/13192293_zpid/","Single Family","3000","2026","sqft","1.48","4","2","424 Lakeshore Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2333-Spruce-St-APT-3-Boulder-CO-80302/2084692847_zpid/","Apartment","3400","1000","sqft","3.4","3","2","2333 Spruce St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/435-Manhattan-Dr-A-Boulder-CO-80303/2053925899_zpid/","Apartment","2295","800","sqft","2.87","2","1","435 Manhattan Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1810-Grove-St-Boulder-CO-80302/13217424_zpid/","Single Family","6500","1302","sqft","4.99","2","2","1810 Grove St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80301/442523392_zpid/","Apartment","3600","","","","2","1","","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/907-11th-St-Boulder-CO-80302/13182206_zpid/","Single Family","8000","3654","sqft","2.19","4","4","907 11th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1595-Cherryvale-Rd-Boulder-CO-80303/13198896_zpid/","Single Family","9500","3785","sqft","2.51","4","4","1595 Cherryvale Rd","Boulder","80303","CO","USA"
