Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/360-Terrace-Ave-Boulder-CO-80304/71346537_zpid/","","Single Family","1633000","12/02/24","3104","sqft","526.1","4559","sqft","4","4","360 Terrace Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/375-S-44th-St-Boulder-CO-80305/13185013_zpid/","","Single Family","902000","11/27/24","2280","sqft","395.61","8552","sqft","4","2","375 S 44th St","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/3810-Telluride-Pl-Boulder-CO-80305/13219192_zpid/","","Condominium","845800","11/27/24","1320","sqft","640.76","1673","sqft","3","2","3810 Telluride Pl","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/5082-Buckingham-Rd-Boulder-CO-80301/13238989_zpid/","","Condominium","415000","11/27/24","1115","sqft","372.2","","","2","2","5082 Buckingham Rd","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1282-Elder-Ave-Boulder-CO-80304/13255180_zpid/","","Single Family","1550000","11/27/24","2792","sqft","555.16","7532","sqft","4","4","1282 Elder Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/850-W-Moorhead-Cir-APT-2J-Boulder-CO-80305/61637756_zpid/","","Condominium","250000","11/27/24","500","sqft","500","","","1","1","850 W Moorhead Cir UNIT 2J","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/3000-Colorado-Ave-B105-Boulder-CO-80303/2076650629_zpid/","","Condominium","570000","11/27/24","1178","sqft","483.87","1","sqft","3","2","3000 Colorado Ave B-105","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/708-17th-St-Boulder-CO-80302/13179036_zpid/","","Single Family","1977500","11/26/24","3744","sqft","528.18","4476","sqft","4","4","708 17th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/985-Morgan-Dr-Boulder-CO-80303/13184434_zpid/","","Single Family","875620","11/26/24","1748","sqft","500.93","7997","sqft","3","2","985 Morgan Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1190-Edinboro-Dr-Boulder-CO-80305/13186758_zpid/","","Single Family","1187500","11/26/24","2146","sqft","553.36","7011","sqft","3","2","1190 Edinboro Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/4269-Monroe-Dr-APT-A-Boulder-CO-80303/13216687_zpid/","","Condominium","445000","11/26/24","1044","sqft","426.25","","","2","1","4269 Monroe Dr UNIT A","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/830-20th-St-APT-306-Boulder-CO-80302/13227269_zpid/","","Condominium","480000","11/26/24","868","sqft","553","","","2","1","830 20th St UNIT 306","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4671-Portside-Way-Boulder-CO-80301/13227909_zpid/","","Single Family","299000","11/25/24","1536","sqft","194.66","1742.4","sqft","2","2","4671 Portside Way","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2579-Mapleton-Ave-Boulder-CO-80304/2118823393_zpid/","","Townhouse","747310","11/25/24","1662","sqft","449.65","","","3","2","2579 Mapleton Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1737-Baseline-Rd-Boulder-CO-80302/13179370_zpid/","","Single Family","1133000","11/22/24","2250","sqft","503.56","5183","sqft","4","2","1737 Baseline Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/300-27th-St-Boulder-CO-80305/13180744_zpid/","","Single Family","708500","11/22/24","1422","sqft","498.24","8065","sqft","4","2","300 27th St","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/744-Spruce-St-Boulder-CO-80302/13183090_zpid/","","Single Family","5500000","11/22/24","5399","sqft","1018.71","5912","sqft","5","5","744 Spruce St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1935-Table-Mesa-Dr-Boulder-CO-80305/13185820_zpid/","","Single Family","1551000","11/22/24","2733","sqft","567.51","0.31","acres","4","2","1935 Table Mesa Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/5515-S-Boulder-Rd-Boulder-CO-80303/13198283_zpid/","","Single Family","950000","11/22/24","1927","sqft","492.99","1.09","acres","3","2","5515 S Boulder Road","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1380-Cavan-St-Boulder-CO-80303/13200488_zpid/","","Single Family","554000","11/22/24","2112","sqft","262.31","0.33","acres","4","2","1380 Cavan Street","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/600-Arapahoe-Ave-APT-1-Boulder-CO-80302/13216342_zpid/","","Townhouse","580000","11/22/2024","917","sqft","632.5","","","3","2","600 Arapahoe Ave UNIT 1","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2141-Baseline-Rd-APT-14-Boulder-CO-80302/13223448_zpid/","","Condominium","560000","11/22/24","1168","sqft","479.45","","","2","2","2141 Baseline Rd UNIT 14","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/805-29th-St-APT-251-Boulder-CO-80303/13227453_zpid/","","Unknown","377000","11/22/2024","864","sqft","436.34","","","2","1","805 29th St 251","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3601-Arapahoe-Ave-UNIT-210-Boulder-CO-80303/87805710_zpid/","","Condominium","750000","11/22/24","1421","sqft","527.8","","","2","2","3601 Arapahoe Avenue  Unit 210","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3000-Colorado-Ave-D213-Boulder-CO-80303/442014840_zpid/","","Condominium","269000","11/22/24","589","sqft","456.71","0.96","acres","1","1","3000 Colorado Avenue  Unit D213","Boulder","80303","CO","USA"
