Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/625-Utica-Ave-Boulder-CO-80304/13235280_zpid/","","Single Family","2800000","11/12/24","4854","sqft","576.84","7906","sqft","5","4","625 Utica Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2996-23rd-St-Boulder-CO-80304/13176818_zpid/","","Single Family","1410000","11/08/24","2430","sqft","580.25","7057","sqft","4","3","2996 23rd St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/280-S-38th-St-Boulder-CO-80305/13184805_zpid/","","Single Family","1045000","11/08/24","2304","sqft","453.56","7335","sqft","5","4","280 S 38th Street","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/1480-Chambers-Dr-Boulder-CO-80305/13186013_zpid/","","Single Family","875000","11/08/24","2059","sqft","424.96","6965","sqft","4","2","1480 Chambers Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/1115-35th-St-APT-B-Boulder-CO-80303/13216350_zpid/","","Condominium","640000","11/08/24","1504","sqft","425.53","0.45","acres","3","3","1115 35th St UNIT B","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1493-Patton-Dr-Boulder-CO-80303/13227197_zpid/","","Single Family","1110000","11/08/24","1769","sqft","627.47","8913","sqft","3","2","1493 Patton Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/4915-Twin-Lakes-Rd-APT-17-Boulder-CO-80301/13258945_zpid/","","Condominium","375000","11/08/24","738","sqft","508.13","","","1","1","4915 Twin Lakes Rd UNIT 17","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2510-Taft-Dr-APT-207-Boulder-CO-80302/61632959_zpid/","","Condominium","227644","11/08/24","1164","sqft","195.57","1307","sqft","2","2","2510 Taft Dr UNIT 207","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3200-S-Foothills-Hwy-Boulder-CO-80303/123599458_zpid/","","Single Family","9000000","11/08/24","6869","sqft","1310.23","162.02","acres","4","5","3200 S Foothills Hwy","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/944-Arapahoe-Ave-B-Boulder-CO-80302/441912042_zpid/","","Condominium","2350000","11/08/2024","2685","sqft","875.23","","","3","3","944 Arapahoe Ave UNIT B","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1065-Toedtli-Dr-Boulder-CO-80305/13183773_zpid/","","Single Family","1285000","11/07/24","2156","sqft","596.01","8704","sqft","4","3","1065 Toedtli Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2300-Willow-Creek-Dr-Boulder-CO-80301/13197526_zpid/","","Single Family","6250000","11/07/24","6793","sqft","920.06","23.63","acres","5","5","2300 Willow Creek Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1707-Walnut-St-APT-302-Boulder-CO-80302/2071794324_zpid/","","Condominium","699000","11/07/24","650","sqft","1075.38","","","1","1","1707 Walnut St UNIT 302","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1505-Findlay-Way-Boulder-CO-80305/13186559_zpid/","","Single Family","1030000","11/06/2024","1700","sqft","605.88","6970","sqft","3","2","1505 Findlay Way","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/4204-Corriente-Pl-Boulder-CO-80301/13224062_zpid/","","Townhouse","735000","11/06/24","1524","sqft","482.28","","","3","2","4204 Corriente Place","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/5918-Gunbarrel-Ave-APT-F-Boulder-CO-80301/13237511_zpid/","","Condominium","360000","11/06/24","785","sqft","458.6","0.34","acres","1","1","5918 Gunbarrel Ave UNIT F","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/5550-Stonewall-Pl-APT-31-Boulder-CO-80303/13252040_zpid/","","Condominium","387500","11/06/24","706","sqft","548.87","2.99","acres","1","1","5550 Stonewall Pl UNIT 31","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1836-Pearl-St-B-Boulder-CO-80302/350228895_zpid/","","Townhouse","2530000","11/06/24","2260","sqft","1119.47","7049","sqft","3","4","1836 Pearl  Unit B","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2530-Pine-St-Boulder-CO-80302/13176558_zpid/","","Single Family","720000","11/05/24","735","sqft","979.59","6507","sqft","3","1","2530 Pine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4670-Holiday-Dr-UNIT-103-Boulder-CO-80304/68014444_zpid/","","Condominium","205275","11/05/24","736","sqft","278.91","0.62","acres","1","1","4670 Holiday Drive  Unit 103","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/5315-5th-St-UNIT-E-Boulder-CO-80304/121151585_zpid/","","Condominium","1137500","11/05/24","2145","sqft","530.3","","","3","4","5315 5th St UNIT E","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1928-Baseline-Rd-Boulder-CO-80302/13177645_zpid/","","Single Family","925000","11/04/24","2312","sqft","400.09","0.28","acres","4","2","1928 Baseline Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/844-19th-St-Boulder-CO-80302/13182226_zpid/","","Single Family","657940","11/04/24","837","sqft","786.07","5227","sqft","3","1","844 19th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1531-Bradley-Dr-Boulder-CO-80305/13183937_zpid/","","Condominium","770000","11/04/24","2569","sqft","299.73","","","4","4","1531 Bradley Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/135-76th-St-Boulder-CO-80303/13197946_zpid/","","Single Family","1374000","11/04/24","3201","sqft","429.24","2.14","acres","4","2","135 N 76th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/774-17th-St-Boulder-CO-80302/13177935_zpid/","","Single Family","1300000","11/01/2024","1556","sqft","835.48","6337","sqft","4","2","774 17th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/610-22nd-St-Boulder-CO-80302/13183386_zpid/","","Single Family","1438000","11/01/24","2600","sqft","553.08","5841","sqft","5","3","610 22nd St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/7487-Goodhue-Blvd-Boulder-CO-80303/13197927_zpid/","","Single Family","1580000","11/01/24","3080","sqft","512.99","0.91","acres","3","3","7487 Goodhue Blvd","Boulder","80303","CO","USA"
