Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/apartments/boulder-co/2227-canyon-blvd/5XwgVv/","Building","","","","","","","2227 Canyon Blvd Unit 412","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/959-Marine-St-APT-D-Boulder-CO-80302/2121686850_zpid/","Apartment","1817","","","","1","1","959 Marine St APT D","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1055-9th-St-APT-B-Boulder-CO-80302/2092210144_zpid/","Apartment","1400","500","sqft","2.8","1","1","1055 9th St APT B","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4619-Cloud-Ct-Boulder-CO-80301/13245584_zpid/","Single Family","4600","3718","sqft","1.24","4","4","4619 Cloud Ct","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3565-Arthur-Ct-4-Boulder-CO-80304/2062327797_zpid/","Apartment","2095","700","sqft","2.99","1","1","3565 Arthur Ct","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3775-Moorhead-Ave-Boulder-CO-80305/13185063_zpid/","Single Family","6300","2157","sqft","2.92","6","3","3775 Moorhead Ave","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/3363-Madison-Ave-APT-V322-Boulder-CO-80303/13232923_zpid/","Apartment","1695","570","sqft","2.97","1","1","3363 Madison Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/985-16th-St-UNIT-2E-Boulder-CO-80302/2077460959_zpid/","Apartment","8280","","","","4","4","985 16th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2893-Springdale-Ln-Boulder-CO-80303/13239207_zpid/","Townhouse","6700","","","","5","5","2893 Springdale Ln","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/91-Fourmile-Canyon-Dr-Boulder-CO-80302/13195714_zpid/","Apartment","1495","375","sqft","3.99","1","1","91 Fourmile Canyon Dr","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3423-Madison-Ave-APT-X136-Boulder-CO-80303/13232949_zpid/","Apartment","2300","1102","sqft","2.09","2","2","3423 Madison Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80305/13184951_zpid/","Apartment","1975","510","sqft","3.87","1","1","","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2946-Eagle-Way-Boulder-CO-80301/13217610_zpid/","Townhouse","2500","1541","sqft","1.62","2","3","2946 Eagle Way","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2985-E-College-Ave-UNIT-7-Boulder-CO-80303/443075177_zpid/","Apartment","1315","450","sqft","2.92","1","1","2985 E College Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/770-38th-St-Boulder-CO-80303/13184708_zpid/","Single Family","4650","1485","sqft","3.13","4","2","770 38th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1942-Canyon-Blvd-57-Boulder-CO-80302/2076642069_zpid/","Apartment","3600","1160","sqft","3.1","3","1","1942 Canyon Blvd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80304/404978685_zpid/","Apartment","1695","400","sqft","4.24","1","1","","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80304/13180443_zpid/","Apartment","1695","500","sqft","3.39","1","1","","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80302/443073156_zpid/","Apartment","2000","624","sqft","3.21","1","1","","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80302/13179275_zpid/","Apartment","1950","700","sqft","2.79","1","1","","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/73-Benthaven-Pl-Boulder-CO-80305/13188668_zpid/","Townhouse","4000","1540","sqft","2.6","3","3","73 Benthaven Pl","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/2323-Mapleton-Ave-Boulder-CO-80304/13237626_zpid/","Single Family","4500","1385","sqft","3.25","3","2","2323 Mapleton Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3840-Broadway-St-APT-27-Boulder-CO-80304/13222579_zpid/","Townhouse","2900","1400","sqft","2.07","2","3","3840 Broadway St","Boulder","80304","CO","USA"
"https://www.zillow.com/apartments/boulder-co/university-townhomes/5XtWMR/","Building","","","","","","","1065 University Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3457-Stanford-Ave-Boulder-CO-80305/2112287636_zpid/","Apartment","2275","1200","sqft","1.9","2","1","3457 Stanford Ave","Boulder","80305","CO","USA"
"https://www.zillow.com/b/340-342-arapahoe-boulder-co-9Lfn6J/","Apartment","1950","700","sqft","2.79","1","1","340 Arapahoe Ave","Boulder","80302","CO","USA"
