Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/100-Crisman-Boulder-CO-80302/13195811_zpid/","","Single Family","575000","10/04/24","1522","sqft","377.79","0.52","acres","2","1","100 Crisman","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1545-48th-St-Boulder-CO-80303/13221099_zpid/","","Townhouse","590000","10/04/24","1488","sqft","396.51","956","sqft","2","2","1545 48th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2201-Pearl-St-APT-105-Boulder-CO-80302/13239644_zpid/","","Condominium","499400","10/04/24","667","sqft","748.73","","","1","1","2201 Pearl St UNIT 105","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/824-Walnut-St-47-Boulder-CO-80302/13241208_zpid/","","Condominium","799900","10/04/24","1004","sqft","796.71","","","2","2","824 Walnut Street  Unit 47","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/3515-Broadway-St-APT-A-Boulder-CO-80304/87805065_zpid/","","Condominium","725000","10/04/24","1133","sqft","639.89","0.95","acres","3","2","3515 Broadway St UNIT A","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/3009-Madison-Ave-K-219-Boulder-CO-80303/2064137760_zpid/","","Townhouse","285000","10/04/24","608","sqft","468.75","","","1","1","3009 Madison Ave UNIT K219","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/918-Juniper-Ave-Boulder-CO-80304/13180476_zpid/","","Single Family","2500000","10/03/24","3363","sqft","743.38","0.53","acres","4","3","918 Juniper Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/874-University-Ave-Boulder-CO-80302/13181310_zpid/","","Multi Family","1425000","10/03/24","1872","sqft","761.22","6970","sqft","6","2","874 University Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/370-Inca-Pkwy-Boulder-CO-80303/13189342_zpid/","","Single Family","1815000","10/03/24","3429","sqft","529.31","0.29","acres","4","3","370 Inca Pkwy","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/738-Skyway-Dr-Boulder-CO-80303/13197618_zpid/","","Single Family","3850000","10/03/24","5874","sqft","655.43","1.17","acres","5","6","738 Skyway Drive","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/44-Pima-Ct-Boulder-CO-80303/13230002_zpid/","","Townhouse","754000","10/03/2024","2400","sqft","314.17","","","4","4","44 Pima Ct","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2260-Meadow-Ave-Boulder-CO-80304/13179470_zpid/","","Single Family","10000000","10/02/24","5704","sqft","1753.16","0.82","acres","5","5","2260 Meadow Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/7327-Island-Cir-Boulder-CO-80301/13200083_zpid/","","Single Family","1289000","10/02/24","3996","sqft","322.57","0.44","acres","5","4","7327 island Cir","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/775-Racquet-Ln-Boulder-CO-80303/13237889_zpid/","","Single Family","1250000","10/02/24","4344","sqft","287.75","5109","sqft","3","3","775 Racquet Ln","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/575-Manhattan-Dr-UNIT-102-Boulder-CO-80303/13259075_zpid/","","Unknown","485830","10/02/2024","954","sqft","509.26","","","2","2","575 Manhattan Dr 102","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/870-Juniper-Ave-Boulder-CO-80304/13178800_zpid/","","Single Family","5600000","10/01/24","2586","sqft","2165.51","1.03","acres","2","3","870 Juniper Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/600-Hawthorn-Ave-Boulder-CO-80304/13180837_zpid/","","Single Family","2000000","10/01/24","4508","sqft","443.66","0.42","acres","4","3","600 Hawthorn Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/4330-Darley-Ave-Boulder-CO-80305/13186337_zpid/","","Single Family","815000","10/01/24","2052","sqft","397.17","8655","sqft","4","2","4330 Darley Ave","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/1820-Lehigh-St-Boulder-CO-80305/13186874_zpid/","","Single Family","2223500","10/01/24","3334","sqft","666.92","0.55","acres","4","4","1820 Lehigh St","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/4735-Greylock-St-Boulder-CO-80301/13199338_zpid/","","Single Family","685000","10/01/24","3271","sqft","209.42","9048","sqft","4","3","4735 Greylock St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/6976-Green-Willow-Ct-Boulder-CO-80301/13200045_zpid/","","Single Family","1050000","10/01/24","2756","sqft","380.99","0.27","acres","4","3","6976 Green Willow Ct","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/281-County-Road-83-Boulder-CO-80302/13214140_zpid/","","Single Family","779000","10/01/24","957","sqft","814","3.26","acres","2","1","281 County Road 83","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/5116-Williams-Fork-Trl-APT-114-Boulder-CO-80301/13227612_zpid/","","Townhouse","365000","10/01/24","924","sqft","395.02","","","2","2","5116 Williams Fork Trl UNIT 114","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1069-11th-St-Boulder-CO-80302/13181427_zpid/","","Single Family","2050000","09/30/24","2468","sqft","830.63","4908","sqft","6","3","1069 11th Street","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/465-S-42nd-St-Boulder-CO-80305/13188734_zpid/","","Single Family","850000","09/30/24","2800","sqft","303.57","6867","sqft","5","3","465 S 42nd St","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/881-Gapter-Rd-Boulder-CO-80303/13198090_zpid/","","Single Family","3123000","09/30/2024","4844","sqft","644.72","0.77","acres","5","4","881 Gapter Rd","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/5110-Williams-Fork-Trl-APT-204-Boulder-CO-80301/13227590_zpid/","","Condominium","305000","09/30/24","897","sqft","340.02","","","2","2","5110 Williams Fork Trl UNIT 204","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2800-Kalmia-Ave-APT-A123-Boulder-CO-80301/13231349_zpid/","","Townhouse","379000","09/30/24","880","sqft","430.68","","","2","2","2800 Kalmia Ave A-123","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/910-Portland-Pl-APT-9-Boulder-CO-80304/13233360_zpid/","","Condominium","330000","09/30/24","442","sqft","746.61","","","1","1","910 Portland Pl UNIT 9","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/715-Toedtli-Dr-Boulder-CO-80305/241737317_zpid/","","Lot/Land","400000","09/30/24","","","","7997","sqft","","","715 Toedtli Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/3652-Pinedale-St-Boulder-CO-80301/340069608_zpid/","","Condominium","940000","09/30/24","2535","sqft","370.81","","","4","5","3652 Pinedale St","Boulder","80301","CO","USA"
