Property URL,MLS ID,Listing description,Property type,Number of days on Zillow,Date listed (MM/DD/YYYY),Property price (USD),Price was cut,Price cut amount (USD),Price cut date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/1133-Arroyo-Chico-Boulder-CO-80302/13214125_zpid/","","House for sale","Single Family","104","08/23/2024","1575000","No","","","2713","sqft","580.54","5","acres","3","3","1133 Arroyo Chico Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/500-Manhattan-Dr-APT-D9-Boulder-CO-80303/13220519_zpid/","","Condo for sale","Condominium","104","08/23/2024","435000","Yes","15000","10/10/2024","1112","sqft","391.19","","","2","2","500 Manhattan Dr UNIT D9","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/665-Manhattan-Dr-APT-5-Boulder-CO-80303/13226498_zpid/","","Townhouse for sale","Townhouse","104","08/23/2024","420000","No","","","880","sqft","477.27","","","2","2","665 Manhattan Dr UNIT 5","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/5110-Williams-Fork-Trl-APT-203-Boulder-CO-80301/13227589_zpid/","","Condo for sale","Condominium","105","08/22/2024","295000","Yes","5000","11/07/2024","897","sqft","328.87","","","2","2","5110 Williams Fork Trl UNIT 203","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/5934-Gunbarrel-Ave-APT-B-Boulder-CO-80301/13241184_zpid/","","Condo for sale","Condominium","105","08/22/2024","525000","No","","","1170","sqft","448.72","","","3","2","5934 Gunbarrel Ave UNIT B","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3800-Colorado-Ave-UNIT-H-Boulder-CO-80303/13258380_zpid/","","Townhouse for sale","Townhouse","105","08/22/2024","600000","No","","","1072","sqft","559.7","1416","sqft","2","1","3800 Colorado Ave UNIT H","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/3727-Talisman-Pl-APT-B-Boulder-CO-80301/13222080_zpid/","","Condo for sale","Condominium","105","08/22/2024","450000","Yes","15000","09/26/2024","968","sqft","464.88","502","sqft","2","2","3727 Talisman Pl UNIT B","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2962-Shadow-Creek-Dr-APT-109-Boulder-CO-80303/13240543_zpid/","","Townhouse for sale","Townhouse","106","08/21/2024","400000","Yes","19000","10/19/2024","663","sqft","603.32","","","1","1","2962 Shadow Creek Dr UNIT 109","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/700-16th-St-Boulder-CO-80302/13181584_zpid/","","House for sale","Single Family","106","08/21/2024","1800000","No","","","2914","sqft","617.71","6669","sqft","4","4","700 16th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1850-Folsom-St-APT-402-Boulder-CO-80302/13223499_zpid/","","Condo for sale","Condominium","106","08/21/2024","500000","Yes","15000","11/06/2024","801","sqft","624.22","","","1","1","1850 Folsom Street  Unit 402","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2275-Bluebell-Ave-Boulder-CO-80302/13178699_zpid/","","House for sale","Single Family","106","08/21/2024","1395000","Yes","100000","09/25/2024","2510","sqft","555.78","10057","sqft","3","3","2275 Bluebell Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1820-Mary-Ln-9-Boulder-CO-80304/123601268_zpid/","","Condo for sale","Condominium","106","08/21/2024","760000","Yes","40000","11/15/2024","1610","sqft","472.05","1.15","acres","3","2","1820 Mary Ln UNIT 9","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/2830-E-College-Ave-UNIT-402-Boulder-CO-80303/2074184063_zpid/","","Condo for sale","Condominium","106","08/21/2024","1125000","No","","","1753","sqft","641.76","1.88","acres","2","3","2830 E College Ave UNIT 402","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2465-Walnut-St-7-Boulder-CO-80302/339034569_zpid/","","Condo for sale","Condominium","107","08/20/2024","1325000","Yes","25000","11/29/2024","1487","sqft","891.06","","","2","3","2465 Walnut St UNIT 7","Boulder","80302","CO","USA"
