Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/4705-Spine-Rd-APT-E-Boulder-CO-80301/13236363_zpid/","Single Family","2795","1000","sqft","2.8","1","1","4705 Spine Rd APT E","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/2144-S-Walnut-St-APT-16-Boulder-CO-80302/13224825_zpid/","Single Family","3195","","","","2","3","2144 S Walnut St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/building/40.028065,-105.25217_ll/","Building","","","","","","","3119 Bluff St","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/3703-Silverton-St-Boulder-CO-80301/402712097_zpid/","Single Family","6000","3775","sqft","1.59","5","4","3703 Silverton St","Boulder","80301","CO","USA"
"https://www.zillow.com/apartments/boulder-co/glenlake/5Xhvb9/","Building","","","","","","","2995 Glenwood Dr","Boulder","80301","CO","USA"
"https://www.zillow.com/apartments/boulder-co/wonderland-creek/9k8kWq/","Building","","","","","","","3701 Paseo Del Prad","Boulder","80301","CO","USA"
"https://www.zillow.com/homedetails/1990-Vassar-Dr-Boulder-CO-80305/13187083_zpid/","Single Family","6000","2850","sqft","2.11","5","3","1990 Vassar Dr","Boulder","80305","CO","USA"
"https://www.zillow.com/homedetails/450-College-Ave-Boulder-CO-80302/13176870_zpid/","Single Family","10995","4154","sqft","2.65","4","4","450 College Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4650-Holiday-Dr-UNIT-203-Boulder-CO-80304/68014445_zpid/","Single Family","3295","736","sqft","4.48","1","1","4650 Holiday Dr","Boulder","80304","CO","USA"
"https://www.zillow.com/b/2473-20th-boulder-co-9Lfvbb/","Building","","","","","","","2473 20th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/930-35th-St-Boulder-CO-80303/13184766_zpid/","Single Family","5100","1700","sqft","3","4","2","930 35th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/4570-Arapahoe-Ave-Boulder-CO-80303/13183831_zpid/","Single Family","4800","1442","sqft","3.33","4","2","4570 Arapahoe Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2865-Sundown-Ln-APT-308-Boulder-CO-80303/13237535_zpid/","Apartment","3150","1003","sqft","3.14","2","2","2865 Sundown Ln","Boulder","80303","CO","USA"
"https://www.zillow.com/b/1901base-boulder-co-9Lfm48/","Apartment","12400","3404","sqft","3.64","8","4","1901 Baseline Rd","Boulder","80302","CO","USA"
"https://www.zillow.com/b/735-17th-st.-boulder-co-ChMNFk/","Apartment","13950","3670","sqft","3.8","9","4","735 17th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1000-grandview-ave-boulder-co-5j4fbr/","Apartment","3150","686","sqft","4.59","2","1","1000 Grandview Ave","Boulder","80302","CO","USA"
"https://www.zillow.com/b/954-11th-st.-boulder-co-5mq5PV/","Apartment","1650","660","sqft","2.5","1","1","954 11th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/now-preleasing-the-cottage-secluded-oasis-on-university-hill-boulder-co-ChHWfp/","Apartment","3100","691","sqft","4.49","2","1","820 13th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/Boulder-CO-80302/13182352_zpid/","Single Family","8600","2400","sqft","3.58","4","4","","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/615-Dewey-Ave-Boulder-CO-80304/13182323_zpid/","Single Family","4700","1200","sqft","3.92","3","1","615 Dewey Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/700-30th-St-1-Boulder-CO-80303/2077033302_zpid/","Apartment","5100","1600","sqft","3.19","5","3","700 30th St","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/2860-Pennsylvania-Ave-B-Boulder-CO-80303/402137467_zpid/","Apartment","2000","500","sqft","4","1","1","2860 Pennsylvania Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1173-Quince-Ave-Boulder-CO-80304/13238549_zpid/","Single Family","5500","1410","sqft","3.9","3","3","1173 Quince Ave","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/903-18th-St-APT-203-Boulder-CO-80302/13241760_zpid/","Single Family","4499","1333","sqft","3.38","4","4","903 18th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4150-Monroe-Dr-Boulder-CO-80303/441852207_zpid/","Townhouse","2550","1056","sqft","2.41","2","2","4150 Monroe Dr","Boulder","80303","CO","USA"
"https://www.zillow.com/b/624-marine-st-boulder-co-5j4ffj/","Building","","","","","","","624 Marine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1623-19th-St-APT-1-Boulder-CO-80302/2100231159_zpid/","Apartment","1410","450","sqft","3.13","0","1","1623 19th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/841-20th-St-APT-1-Boulder-CO-80302/2103069484_zpid/","Apartment","4500","750","sqft","6","3","1","841 20th St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/1037-12th-street-boulder-co-5XkNbj/","Apartment","7400","1000","sqft","7.4","4","3","1037 12th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/2290-Grove-Cir-E-APT-1-Boulder-CO-80302/2100231259_zpid/","Apartment","1595","500","sqft","3.19","1","1","2290 Grove Cir E","Boulder","80302","CO","USA"
"https://www.zillow.com/b/2895-e-college-ave-boulder-co-ChHyQZ/","Building","","","","","","","2895 E  College Ave","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/1825-Marine-St-APT-1-Boulder-CO-80302/13180536_zpid/","Apartment","1950","500","sqft","3.9","1","1","1825 Marine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/907-18th-St-APT-B-Boulder-CO-80302/2100231287_zpid/","Apartment","1950","525","sqft","3.71","1","1","907 18th St APT B","Boulder","80302","CO","USA"
"https://www.zillow.com/b/925-16th-st-boulder-co-9LfpWy/","Building","","","","","","","925 16th St","Boulder","80302","CO","USA"
"https://www.zillow.com/apartments/boulder-co/the-block/5fwr9Y/","Apartment","5985","940","sqft","6.37","3","2","1005 14th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/4725-16th-St-APT-102-Boulder-CO-80304/67152159_zpid/","Apartment","4250","","","","2","2","4725 16th St","Boulder","80304","CO","USA"
"https://www.zillow.com/homedetails/1727-Pine-St-APT-3-Boulder-CO-80302/2095972246_zpid/","Apartment","2500","800","sqft","3.13","2","1","1727 Pine St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/1747-18th-St-APT-2-Boulder-CO-80302/2100231251_zpid/","Apartment","2500","500","sqft","5","2","2","1747 18th St","Boulder","80302","CO","USA"
"https://www.zillow.com/homedetails/5175-Santa-Clara-Pl-APT-A-Boulder-CO-80303/441808643_zpid/","Apartment","1950","","","","2","1","5175 Santa Clara Pl APT A","Boulder","80303","CO","USA"
"https://www.zillow.com/homedetails/911-Pleasant-St-APT-3-Boulder-CO-80302/2086104704_zpid/","Apartment","1425","650","sqft","2.19","1","1","911 Pleasant St","Boulder","80302","CO","USA"
"https://www.zillow.com/b/building/40.021614,-105.281944_ll/","Building","","","","","","","1134 Maxwell Ave","Boulder","80304","CO","USA"
