RegionID,SizeRank,RegionName,RegionType,StateName,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30
102001,0,United States,country,,0.9843450696061465,0.9871053456337493,0.9899671639014352,0.9918287623279229,0.9921038407711257,0.9907231701596859,0.988513263400872,0.9864103098624675,0.9848340340387001,0.9832991218141919,0.981924075316584,0.9816855850790329,0.9828455250003589,0.98530903699918,0.9877109289047917,0.9894873482442512,0.9900855932793059,0.9894171548877863,0.9880735949962771,0.9867361170673061,0.9857870784119654,0.9848269785490859,0.9835461950706277,0.9834451773167574,0.9852336654753815,0.9887913364038553,0.9906416720842222,0.9917516295865054,0.9930099335628705,0.9962357400144833,0.9987562189054726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0011148272017838,1.0043510731564764,1.006676654551825,1.0056788274670414,1.002442581512349,1.000117000117,1.0,1.0,1.0,1.0,1.0012648039553869,1.0057548616847007,1.010518127379661,1.0115455870345895,1.0070555293052756,1.0022922636103153,1.0,0.9979580780930949,0.994454514010869,0.989675541489961,0.98612329489373,0.985208596825735,0.9881852053809919,0.9937793738841281,0.998197636034349,1.0,1.0,1.0,1.0,1.0,0.9977777777777778,0.9940771055333641,0.9896614977114303,0.9886477944621914,0.9913947232635912,0.995810331085525,0.9990462565569862,1.0,1.0,0.9994449990749984,0.9975879888614423
394913,1,"New York, NY",msa,NY,0.9775000132938212,0.9780493441965176,0.9795342392297998,0.9814346744291109,0.9829062366856437,0.9838569327693997,0.9828898185023918,0.981261917065634,0.9796097580625002,0.9784465097769819,0.9773094354691758,0.9760993093801905,0.975290092230218,0.976000989641259,0.9778282438404297,0.9801123507856478,0.9815195106273239,0.9819838129238345,0.9811205438139495,0.9799726633274396,0.9787818217120741,0.9785600645744715,0.9780863813228181,0.9773408603460833,0.977471912048602,0.9796639921311043,0.9816982844879774,0.9826323956927269,0.9838341933404816,0.9874248269573718,0.9925215898256058,0.9967612998816083,0.9991443819158531,1.0,0.9984310634060848,0.9962075380941297,0.9939192085746789,0.9954881451685941,0.9977116704805492,1.0,1.0001591670475225,1.000166919165789,1.000166919165789,1.0000077521182664,1.0,1.0,1.0,1.0,1.0,1.0003792188092528,1.003379218809253,1.0082935695829423,1.011563801387709,1.0090088392159244,1.0040944884422351,1.0004450378282155,1.0,0.9995231282784931,0.995938127919993,0.9916582403111017,0.9902793932030675,0.9938643935615675,0.9981442811704588,1.0012561969192835,1.0046779513052486,1.0067450313879318,1.0063462991505816,1.002929659481638,1.0008629738905512,1.0000055092086177,1.0000003944915967,1.0,1.0,1.0001028613389282,1.0020640401167855,1.006650241618663,1.010462636885941,1.0112032730050207,1.0067351073860518
753899,2,"Los Angeles, CA",msa,CA,0.9992242068714825,1.0,1.0,1.0,1.0,1.0,0.9989333333333333,0.9968476279109572,0.9941809612442905,0.9923154013292784,0.9906103976140667,0.9903236434033901,0.9906019421719051,0.9925896304266347,0.994285189668758,0.99609456042987,0.9963271062440202,0.9961543527147195,0.9952276237586734,0.994922629696295,0.9952417220745985,0.9951690364514908,0.9949480695238769,0.9960595923100941,0.9979035639412999,1.0,1.0,0.999644160632374,0.999644160632374,0.999644160632374,1.0,1.0000053419660873,1.0000862210799621,1.0001427278325192,1.0001766887456485,1.000536608499844,1.0046467684139537,1.0115522644359383,1.0197140573131478,1.0253744346716385,1.0284355215856222,1.0273708870522127,1.023259573932468,1.0188486956490233,1.0170517705934865,1.0173966457486803,1.0177341558291009,1.0225194394622414,1.0315416193895939,1.0421165182848486,1.0450799721990176,1.0383305195443924,1.0234578917251038,1.0099681220214614,1.001634788688128,0.9985422616619067,0.9962714812083925,0.9925344786943867,0.9896180695776228,0.9894907684963647,0.9932277710103706,0.9976019184652278,1.000566653421474,1.0027892484840308,1.005118894003432,1.007021376384427,1.0051165442707102,1.0028158390655968,1.0003467032631277,1.0000289403142875,1.0,1.0,1.0000844095551615,1.0014408141859794,1.0035706200849368,1.0044265020201373,1.0031367773919868,1.0010069714930292,1.0000666800026672
394463,3,"Chicago, IL",msa,IL,0.9732333696217889,0.9759468336878916,0.9788969094335167,0.980544917958191,0.9808878323187588,0.9801508215714342,0.978745425671849,0.9772605853792228,0.9754986144440224,0.9738522524203019,0.97219669741567,0.9721152858394061,0.9738781979796768,0.976536997129704,0.978996442154337,0.9800997078207093,0.9802443994466815,0.9795106892302128,0.978555562525076,0.977585277503851,0.9765313839110403,0.9749687951980164,0.97333909020628,0.972687392903692,0.974553071123846,0.9774899656580659,0.9789119045656681,0.9794164403406791,0.9804122218481113,0.9825488351716278,0.9843174033978835,0.9850956648409651,0.9856138787754833,0.9854381160289357,0.9848687123281438,0.9841952438202314,0.9862812552023158,0.9916125636650125,0.9970588235294118,1.0000476258513122,1.0000476258513122,1.0000476258513122,1.0,1.0,0.998095238095238,0.995978835978836,0.9921028669865879,0.9940076288913499,0.9961240310077519,1.0001961938395134,1.0019598622698487,1.0034743483382247,1.0032781544987113,1.0015144860683762,0.997948717948718,0.9944728010869742,0.9900722143420749,0.9864497375281088,0.9836511445859308,0.9832898265689254,0.9889635854341737,0.9952380952380953,1.0,1.000095265313899,1.0000979879994703,1.0000979879994703,1.000002722685571,1.0,1.0,0.9971870604781997,0.9937075741927511,0.9921691126542895,0.9949820521760898,0.9984615384615384,1.000015152203888,1.000110417517787,1.000110417517787,1.000095265313899,1.0
394514,4,"Dallas, TX",msa,TX,0.9923201082210283,0.9964087675711468,0.9989398723126534,1.0,0.999476401179941,0.9967013780547482,0.9933680447214149,0.9900482108472226,0.9886215533001463,0.9870498563683995,0.9856022837716455,0.9855254735843267,0.9870874192706246,0.989600646783852,0.9912071269553969,0.9915060715037382,0.9912908832741705,0.9902591902585095,0.988936084588358,0.9877243239029384,0.9873450340691421,0.9869503750078302,0.9863931969386904,0.9863179859344076,0.9879819972638463,0.9908659677534506,0.9925667385581791,0.9941174427178239,0.9954156668451968,0.9978731005822515,0.9994202898550725,1.0,1.0,1.0,1.0,1.0,1.0014825796886582,1.0088232122920644,1.0195759004641076,1.0304010130831414,1.0334986553182197,1.0301947567178713,1.021733218256333,1.0137520052066136,1.008892456459454,1.0081301287363418,1.0089013697385925,1.014252417940578,1.0263201069690513,1.0411098221960537,1.0498361998361998,1.0449410949410949,1.0294153627289597,1.0127486960622931,1.001511749431286,0.9961783898154651,0.9920059280630311,0.9879304020532206,0.9848202641326406,0.9843811687607387,0.9884069908323946,0.9943582025629127,0.9989697596872484,1.0,1.0,0.9991038843721771,0.9965641152366632,0.9932097697770547,0.9897711071454577,0.9874089154966579,0.9857127559057615,0.9860710513219016,0.98928887541652,0.9932282693559139,0.9970478709974836,0.9965390252310385,0.9945384325255496,0.9903663093982553,0.9880999830472609
394692,5,"Houston, TX",msa,TX,0.9770661562377891,0.9791356314779961,0.9807000238387414,0.9819583838307384,0.9818473620951922,0.9815891594904319,0.9805459448130737,0.9795517707807111,0.97863293190865,0.9781649529606499,0.977541659522538,0.9776297077840436,0.978315962539051,0.9799776068252855,0.9815072307704469,0.9826139600950633,0.9832845854046921,0.982524201920783,0.9815593737385835,0.980251562133863,0.9802069374112435,0.9799035222044047,0.9794217826682945,0.9791636310358877,0.98023776645726,0.9823559381406491,0.9834152518586693,0.9840096169625888,0.9844429864100427,0.9855734973448644,0.9863422397365759,0.9868397990224924,0.9872387457369735,0.9872623807039171,0.9869835449218997,0.9875701840797024,0.9907213316353675,0.9951974438122195,0.9987154737154738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0004575917866982,1.0024185733323738,1.0024198553885868,1.0019622636018886,1.000001282056213,0.9962859795728877,0.9916099608688128,0.9858628344320312,0.9831324913803966,0.980770762163806,0.9803450490944147,0.9817338008441426,0.9859754762468708,0.9894906139014953,0.9918602943533079,,,0.9883613736554914,0.9855213660487494,0.9835605817350239,0.9817847490986571,0.9801329035091877,0.9800745680924466,0.9816304789699499,0.984305419822933,0.9861403419540622,0.9872456663840428,0.9868007134219273,0.9855470025245326,0.9836933970503505
395209,6,"Washington, DC",msa,VA,0.9977777777777778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990338164251208,0.9971249631444756,0.9948031199581924,0.9957693035330716,0.9976781568137167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998907140100122,0.998907140100122,0.998907140100122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000050512703945,1.0038199106806593,1.0097491324497032,1.0174592405954261,1.0199791507948124,1.017383262359102,1.0097059956813104,1.0034166875052097,1.0000833541718763,1.0,1.0,1.0,1.0021855160278088,1.0091299604722532,1.0179018902968144,1.023123970977035,1.01898064698077,1.0102087171562084,1.0028011204481793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000095265313899,1.0026103779718951,1.0041488395103566,1.0041297845812358,1.00161467192324,1.0000762103847782,1.0,1.0,1.0,1.0,1.0,1.0003388155046586,1.0031165932824364,1.0061659548223638,1.0064129623991347,1.0036351846213571,1.0005858230814295,1.0
394974,7,"Philadelphia, PA",msa,PA,0.9810268471660848,0.9833302038454613,0.986642327267444,0.9885783349668348,0.9894925175483217,0.9882956985572915,0.9863840161986818,0.9846489899040011,0.9829258917735627,0.9818235673067521,0.9805268487621603,0.9798569131402227,0.9807434213591527,0.9833817402196194,0.9871377415518148,0.9901480962136078,0.9914562129742769,0.9903749652944472,0.9876814441560672,0.9859226319418469,0.9853865790318396,0.9850470405875534,0.9828682862029167,0.9822919085378845,0.9841381604972484,0.9893441643734651,0.9918534974038918,0.9935207604960103,0.9952592010642382,0.9981467887545236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0001308205724255,1.003065092872895,1.0057457422426606,1.0057246068737011,1.0027903345732316,1.0001096852034659,1.0,1.0,1.0,1.0,1.0,1.0047465437788017,1.011095750128008,1.016959841193893,1.013408040545318,1.0070588341961118,1.0011947431302268,1.0,1.0,1.0,0.9968961604756009,0.9968961604756009,0.9968961604756009,1.0,1.0,1.0001551109042965,1.0003458518855688,1.0003828930382896,1.000227782133993,1.0000370411527209,1.0,1.0,1.0,1.0,1.0,1.0,1.0000844230891868,1.0002126775460292,1.0002126775460292,1.0001282544568424,1.0
394856,8,"Miami, FL",msa,FL,0.9635069151747614,0.9648418387996717,0.9655169615563933,0.9659001033188455,0.9662394857800058,0.9669317189241289,0.9676493630716171,0.9676180488433159,0.9668764841417957,0.9658292062022551,0.9646652939811143,0.9644775314420615,0.9644240234716617,0.9653294788402574,0.9660224832638625,0.9667640479653828,0.967739621114608,0.9680800357822249,0.9674852062237714,0.9676864256306493,0.9675823337800002,0.9677096330860483,0.9663387817151969,0.9659803587761289,0.966666122769341,0.968408880986804,0.9678649804429034,0.9677216261461915,0.9679148519777488,0.970002246013557,0.9710877286024161,0.9713162467178983,0.9718443163145029,0.9717144202313693,0.9717144202313693,0.9711832754582895,0.9723044796008208,0.9741359814323226,0.9772964178177448,0.9811355311355312,0.98521314377526,0.9879196964818128,0.9886411972033134,0.9878114478114478,0.9869015413652091,0.9873285759385851,0.987606353716363,0.9906225157004362,0.9942358851674641,0.9984025518341308,1.0,1.0,1.0,0.995648547851547,0.9894180182565314,0.9821299476773215,0.9774022817972403,0.9743352296780105,0.9710692105474577,0.9704395907119144,0.9706186313927252,0.9720231742511297,0.9729878739594046,0.9736933021410841,0.9752848609809747,0.9760275073483293,0.9770332127926772,0.9759705111489719,0.9748538923483818,0.9722221641423809,0.9698665672981607,0.9688645496452598,0.9689534365024491,0.9693872921068483,0.9693211594776954,0.9690677976358423,0.9696025303014286,0.9699121479626444,0.9696835054499902
394347,9,"Atlanta, GA",msa,GA,0.9852116826318893,0.9891934615631274,0.9926035607788233,0.9942239492154213,0.9938445431122385,0.991471748377475,0.9896595829766753,0.9877119108302628,0.9865999226111923,0.9853774093143756,0.9844973693954665,0.9846430297441304,0.9858593553961494,0.9879157822543884,0.9899662962201715,0.9907354332521298,0.9910016614253347,0.9899425998295558,0.9887859652447409,0.9868595525858667,0.985989780279831,0.9856275705390045,0.9848657112688336,0.9850074899969198,0.986379921631559,0.9906341276949773,0.9931402617696025,0.9940524788684716,0.9941708150338714,0.9949928528363389,0.9973697908727001,0.9987862957667254,1.0,1.0,1.0,1.0,1.0,1.0014814814814814,1.0049867428841126,1.009403474502715,1.0121773121701696,1.011338717434205,1.00710722245541,1.0029285492787283,1.0003690637481815,1.0002790924222733,1.0002024464500192,1.0016883488514436,1.0067212886657497,1.0143026433512423,1.020725591877826,1.020725591877826,1.0132452779117431,1.005229245847615,1.00010104071941,0.9974160206718347,0.993785584278562,0.9895109839536924,0.9873779821497823,0.9880585660356802,0.9923331663605498,0.9970501474926253,1.0,1.0,1.0,1.0,1.0,1.0,0.9983789184442388,0.9954389017591075,0.991645295776039,0.9916162123152986,0.9945562290004298,0.9983498349834984,1.0,1.0,1.0,0.99761620977354,0.9948326328772281
